Author,Study_Ref,Study_DOI,Exposure,Outcome,Instrument,Reported_Measure,Coeff_G_X,Coeff_G_X_SE,Coeff_G_Y,Coeff_G_Y_SE
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs6995541,OR,0.027562,0.0021906,0.0391,0.0556
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs6999569,OR,-0.08609,0.00198061,-0.1969,0.048
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs704,OR,-0.01192,0.00198948,-0.0856,0.0484
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7077812,OR,0.014228,0.00250611,-0.0408,0.06
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7090871,OR,-0.01307,0.00202209,-0.0135,0.0497
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7096101,OR,-0.01325,0.00202373,-0.0448,0.0488
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7104819,OR,0.011335,0.00201985,-0.0427,0.0488
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7140110,OR,0.028317,0.00217811,-0.0341,0.0536
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs71473777,OR,0.018706,0.00307506,-0.0357,0.074
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs71538127,OR,0.017649,0.00303718,-0.0384,0.081
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs71603401,OR,0.026499,0.00291753,0.2002,0.0891
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7210745,OR,0.022218,0.00369142,-0.077,0.1155
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7215055,OR,0.038923,0.00410062,-0.0061,0.0886
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7239575,OR,-0.01608,0.00199133,0.0229,0.0479
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7244,OR,0.015198,0.00261808,-0.0593,0.0631
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7249669,OR,0.029944,0.00537818,-0.1236,0.1462
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7260465,OR,-0.01584,0.0022754,0.0479,0.0541
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs72669514,OR,0.037543,0.0046468,0.1363,0.1133
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs72691637,OR,-0.01543,0.00256576,-0.0408,0.058
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7274718,OR,0.015949,0.00202919,-0.0098,0.0486
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs72801474,OR,-0.03079,0.00344154,0.0892,0.1035
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs72836567,OR,0.025842,0.00271408,-0.0055,0.0613
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs72904737,OR,-0.02715,0.00351798,0.0965,0.1035
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs729761,OR,0.017787,0.00221435,0.0298,0.0526
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs73190070,OR,0.015146,0.00258326,-0.0678,0.0614
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs73210895,OR,-0.01901,0.00204769,0.0117,0.0502
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs73221948,OR,0.017224,0.00226894,0.1451,0.0561
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs73243877,OR,0.028812,0.00265556,0.0298,0.0687
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs733760,OR,-0.01313,0.00200802,0.0493,0.0481
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs742036,OR,-0.01436,0.00205112,-0.0289,0.0505
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7424120,OR,-0.01236,0.00203065,-0.0765,0.0487
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs74662600,OR,0.083072,0.00816751,0.0559,0.1186
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs74897213,OR,0.026481,0.0045997,0.4447,0.1369
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs75033071,OR,0.064335,0.00789678,-0.0576,0.3115
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs75164422,OR,-0.0323,0.00588456,0.0617,0.1453
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs75268115,OR,-0.02074,0.0035798,0.1424,0.082
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs75398587,OR,-0.0252,0.00393435,0.2287,0.1238
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs75609851,OR,-0.19912,0.0100401,-0.0556,0.2151
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs75612388,OR,-0.03442,0.00603882,-0.1145,0.1078
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs75679663,OR,-0.07472,0.0108045,-0.0754,0.145
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7588724,OR,-0.01174,0.00209824,0.0189,0.0485
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs75919952,OR,-0.09702,0.00456283,-0.0886,0.1233
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7596814,OR,-0.01275,0.00217984,0.0096,0.0604
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs75999908,OR,0.024068,0.00341552,-0.0131,0.0885
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7600413,OR,-0.01415,0.00200033,-0.0424,0.0479
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs76172517,OR,-0.01778,0.0031513,-0.1147,0.0872
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs76376430,OR,-0.01993,0.00281025,-0.026,0.0786
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs76814754,OR,-0.04591,0.00703261,0.1012,0.2148
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs76862947,OR,0.01276,0.00218606,0.0415,0.0534
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs76884843,OR,-0.04799,0.00871833,-0.2422,0.2
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs77009508,OR,0.045091,0.00379997,-0.2005,0.0996
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7704653,OR,0.015753,0.00224582,0.0606,0.0559
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs77053629,OR,-0.0278,0.00454035,-0.1637,0.1309
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7714361,OR,0.013886,0.00236622,-0.0448,0.054
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs77244849,OR,-0.01437,0.00214771,-0.0628,0.0547
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7735249,OR,0.026864,0.00315997,0.0988,0.0734
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs775633,OR,-0.01228,0.00210125,-0.0879,0.0488
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs77631110,OR,0.052324,0.00806548,0.0951,0.3552
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs77638431,OR,0.016694,0.00248724,0.1102,0.0577
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs77675968,OR,0.05379,0.0055841,0.0572,0.1127
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs77824033,OR,-0.03008,0.00530851,0.0565,0.14
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7786102,OR,-0.02837,0.00220088,-0.011,0.0521
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs78025076,OR,0.048852,0.00704119,-0.1952,0.2548
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs78034258,OR,-0.02289,0.00390738,0.1001,0.1065
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs78058190,OR,0.081607,0.00510649,0.0921,0.0879
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7826687,OR,0.029257,0.00218896,0.179,0.0539
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs78297458,OR,-0.03696,0.00677267,0.163,0.4141
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7855395,OR,-0.01159,0.00200786,-0.0626,0.0486
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs78588343,OR,-0.01552,0.0026035,-0.0017,0.0577
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7861679,OR,0.012203,0.00216741,-0.1346,0.0531
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs78751065,OR,0.058396,0.00765634,-0.0989,0.2498
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs78933533,OR,-0.05201,0.00532808,0.2428,0.1199
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs79287178,OR,0.050095,0.00600435,0.2901,0.1218
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs79311290,OR,0.021898,0.00338203,0.096,0.1044
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7947951,OR,0.019378,0.00214074,0.0037,0.0481
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7951019,OR,-0.03693,0.00573176,0.0776,0.1342
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs79634051,OR,-0.04281,0.00599604,-0.2105,0.1309
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs7966846,OR,0.013909,0.00220343,-0.0663,0.0501
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs79778375,OR,-0.02851,0.00491782,0.2781,0.1013
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs79859736,OR,0.03745,0.00623247,0.1159,0.1206
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs79873985,OR,-0.04507,0.00810683,-0.4709,0.349
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs799157,OR,-0.08567,0.00486203,-0.1594,0.1587
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs79983121,OR,0.015162,0.00248866,0.0736,0.054
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs80216311,OR,-0.03363,0.00342838,0.0911,0.1048
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs80276949,OR,0.045756,0.00669008,-0.6046,0.2161
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs8046718,OR,-0.01324,0.00213084,-0.0088,0.0503
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs8066985,OR,-0.01262,0.00198943,-0.1061,0.0495
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs806973,OR,-0.01284,0.0020345,-0.0688,0.0539
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs8102873,OR,0.01233,0.00201474,0.0296,0.048
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs838133,OR,-0.02499,0.00205411,-0.0342,0.0497
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs840974,OR,-0.01185,0.00200094,0.0268,0.051
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs852388,OR,0.015712,0.00245601,-0.027,0.0731
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs867939,OR,-0.0136,0.00202516,0.0094,0.048
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs874744,OR,0.066146,0.00704755,-0.0028,0.1319
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs878409,OR,-0.01128,0.00199958,0.0018,0.0481
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs878521,OR,0.018492,0.00229084,-0.0062,0.0591
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs879986,OR,0.035516,0.00519594,0.3023,0.2232
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs880315,OR,-0.01177,0.00210497,-0.0729,0.0487
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs917195,OR,-0.01308,0.00237698,-0.0509,0.0599
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs921971,OR,0.01565,0.00225602,-0.169,0.0603
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs933574,OR,0.012298,0.00199309,-0.1133,0.048
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs935168,OR,0.014211,0.00208714,0.0375,0.0486
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs9375694,OR,0.017729,0.00216018,0.1968,0.0549
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs9376511,OR,-0.0155,0.00246511,-0.0185,0.0592
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs9425589,OR,-0.01376,0.00200182,-0.072,0.0482
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs9436661,OR,-0.07773,0.00207793,-0.0033,0.0543
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs947799,OR,-0.01154,0.00207598,0.0007,0.049
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs9480889,OR,0.016307,0.0024101,-0.0081,0.0695
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs9496567,OR,-0.01378,0.0023173,-0.0839,0.0592
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs954244,OR,0.015323,0.00227424,0.0287,0.0607
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs9553567,OR,0.014993,0.00271462,0.1036,0.0681
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs9561643,OR,0.016715,0.00214481,-0.0042,0.0492
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs9584870,OR,-0.01236,0.00210377,0.0549,0.0511
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs9610329,OR,0.013654,0.00205271,-0.0186,0.0484
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs966541,OR,-0.01277,0.00222514,-0.0252,0.0525
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs970069,OR,0.016232,0.00243455,-0.0647,0.0598
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs9788220,OR,0.015841,0.00255728,0.0314,0.0682
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs9817452,OR,-0.01846,0.00204925,0.03,0.0515
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs9831084,OR,-0.01185,0.00199656,-0.0019,0.0495
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs9832727,OR,-0.01418,0.00210037,-0.0688,0.0507
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs9890200,OR,-0.01305,0.00205943,-0.0083,0.0509
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs9894946,OR,-0.01827,0.00276651,0.0834,0.067
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs9906319,OR,-0.0236,0.00391799,-0.1127,0.0794
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs9923575,OR,-0.01548,0.00250887,-0.0273,0.0614
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs9943778,OR,-0.01539,0.00235583,0.0866,0.055
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs9970140,OR,-0.02567,0.00376851,0.0365,0.0882
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs998584,OR,0.040118,0.00198999,0.0266,0.0482
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs9991328,OR,0.015016,0.00199432,0.0574,0.048
