Author,Study_Ref,Study_DOI,Exposure,Outcome,Instrument,Reported_Measure,Coeff_G_X,Coeff_G_X_SE,Coeff_G_Y,Coeff_G_Y_SE
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10767838,OR,0.03,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3802758,OR,0.04,0.01,0.05,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1681630,OR,0.03,0,-0.04,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1945237,OR,0.03,0.01,0.04,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3782089,OR,0.05,0.01,0.06,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7112925,OR,0.02,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3750972,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4357716,OR,0.03,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2509133,OR,0.02,0,0,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11236294,OR,0.02,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs606452,OR,0.04,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10790381,OR,0.03,0,0.07,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1461503,OR,0.02,0,0.05,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11612228,OR,0.02,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7299326,OR,0.04,0.01,0.06,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2856321,OR,0.03,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12228415,OR,0.02,0,-0.05,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4326884,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10770705,OR,0.03,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10492364,OR,0.02,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11049611,OR,0.04,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10843390,OR,0.03,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10880969,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2306694,OR,0.05,0.01,-0.08,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10877030,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17122659,OR,0.03,0,-0.02,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2164968,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs8756,OR,0.05,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10748128,OR,0.04,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17783015,OR,0.02,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11107062,OR,0.03,0,-0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3825199,OR,0.05,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10859567,OR,0.04,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs833706,OR,0.02,0,0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2164747,OR,0.03,0,0.02,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2888893,OR,0.02,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11616067,OR,0.02,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11835818,OR,0.02,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7980687,OR,0.04,0,-0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1809889,OR,0.03,0,-0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1199734,OR,0.02,0,0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11618507,OR,0.02,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12323101,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12863103,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6561319,OR,0.02,0,0,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12871822,OR,0.02,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7334755,OR,0.02,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2687950,OR,0.03,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1753637,OR,0.02,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3118905,OR,0.04,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3818416,OR,0.02,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11616380,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6563199,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7319045,OR,0.02,0,0.05,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs8017130,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1950500,OR,0.03,0,0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12435366,OR,0.02,0,0.07,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10131337,OR,0.03,0,0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs8006657,OR,0.02,0,0,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11624136,OR,0.02,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2093210,OR,0.04,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2781373,OR,0.02,0,0,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1980850,OR,0.03,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2058092,OR,0.02,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs862034,OR,0.03,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10140101,OR,0.02,0,0.04,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7154721,OR,0.03,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1036477,OR,0.03,0,0.02,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10744956,OR,0.02,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs16964211,OR,0.04,0.01,0.02,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs782930,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7177711,OR,0.02,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7162825,OR,0.02,0,0.05,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17264185,OR,0.02,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs731874,OR,0.02,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10152591,OR,0.04,0.01,-0.03,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs975210,OR,0.03,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11634405,OR,0.02,0,0.07,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12904334,OR,0.09,0.01,0.1,0.1
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs5742915,OR,0.04,0,-0.04,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12914466,OR,0.02,0,0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2257011,OR,0.03,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11855014,OR,0.02,0,0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11633371,OR,0.02,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs16942341,OR,0.11,0.01,0.03,0.07
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2280470,OR,0.03,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2238300,OR,0.02,0,0.06,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs8028843,OR,0.02,0,-0.05,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7181724,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2573625,OR,0.03,0,-0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4246302,OR,0.03,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4548838,OR,0.03,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7170986,OR,0.02,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs8042424,OR,0.02,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11648796,OR,0.03,0,-0.07,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12597498,OR,0.02,0,0,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2531992,OR,0.02,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs960006,OR,0.02,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1659127,OR,0.03,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2023693,OR,0.02,0,0.04,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11642612,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4785393,OR,0.02,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs9929889,OR,0.02,0,-0.04,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs8058684,OR,0.02,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs217181,OR,0.02,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11640018,OR,0.02,0,-0.09,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4243206,OR,0.02,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2326458,OR,0.02,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4843367,OR,0.02,0,-0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs300039,OR,0.02,0,0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs8052560,OR,0.04,0,0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2377058,OR,0.03,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11861084,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs870183,OR,0.02,0,0,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs9217,OR,0.03,0,-0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs8073177,OR,0.02,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1625895,OR,0.03,0,-0.1,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4640244,OR,0.03,0,0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3809790,OR,0.02,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs9889755,OR,0.04,0.01,0.01,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3760318,OR,0.05,0,0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2028067,OR,0.03,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2338115,OR,0.02,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs584828,OR,0.03,0,0,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs9766,OR,0.02,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4986172,OR,0.04,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs8073371,OR,0.03,0,-0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs318095,OR,0.02,0,0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1401795,OR,0.03,0,0.05,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2079795,OR,0.05,0,-0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2378870,OR,0.02,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2044124,OR,0.05,0.01,-0.05,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2070776,OR,0.03,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3923086,OR,0.03,0,0,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2072268,OR,0.02,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11867479,OR,0.03,0,0.04,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10083886,OR,0.02,0,0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2117563,OR,0.02,0,0.06,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1552173,OR,0.02,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1478610,OR,0.02,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4239020,OR,0.02,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs888403,OR,0.02,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs692964,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs14062,OR,0.02,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4369779,OR,0.06,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11661645,OR,0.02,0,-0.06,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12454567,OR,0.03,0,0.01,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2337143,OR,0.02,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12458127,OR,0.04,0.01,-0.05,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11152213,OR,0.03,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs8097893,OR,0.04,0.01,-0.03,0.06
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11659752,OR,0.02,0,0.06,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11880992,OR,0.03,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2074977,OR,0.03,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2123731,OR,0.03,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs891088,OR,0.03,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1346490,OR,0.02,0,-0.04,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6511689,OR,0.02,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs8102380,OR,0.02,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7259684,OR,0.04,0.01,0.06,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs8103068,OR,0.03,0,0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10401193,OR,0.02,0,0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs8103992,OR,0.02,0,-0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7253628,OR,0.02,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4802134,OR,0.03,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4803468,OR,0.03,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11880124,OR,0.04,0.01,-0.05,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2682587,OR,0.02,0,0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2059877,OR,0.02,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7273787,OR,0.02,0,0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17721822,OR,0.02,0,-0.04,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1884897,OR,0.04,0,0,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6080830,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs8117259,OR,0.02,0,-0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6137287,OR,0.02,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1535466,OR,0.04,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs143384,OR,0.06,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2425163,OR,0.04,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4812586,OR,0.03,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2224538,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6020202,OR,0.02,0,0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1326023,OR,0.02,0,0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2057291,OR,0.02,0,0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3026499,OR,0.03,0,0.02,0.03
