Author,Study_Ref,Study_DOI,Exposure,Outcome,Instrument,Reported_Measure,Coeff_G_X,Coeff_G_X_SE,Coeff_G_Y,Coeff_G_Y_SE
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs317050,OR,0.0078,0.0014,‐0.0071,0.0093
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs322614,OR,‐0.0087,0.0014,0.0102,0.0095
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs322744,OR,‐0.0090,0.0016,‐0.0035,0.0102
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs324885,OR,0.0142,0.0014,‐0.0084,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs32940,OR,‐0.0096,0.0015,0.0261,0.0102
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs339057,OR,‐0.0081,0.0014,‐0.0052,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs34067381,OR,‐0.0104,0.0015,0.0094,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs34098770,OR,‐0.0160,0.002,0.0023,0.0124
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs34106693,OR,0.0159,0.0019,‐0.0248,0.0154
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs34122915,OR,0.0084,0.0014,‐0.0006,0.0109
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs341504,OR,0.0099,0.0015,‐0.0048,0.0097
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs34155847,OR,0.0135,0.0016,‐0.0133,0.0112
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs34262657,OR,‐0.0240,0.0038,‐0.0183,0.0214
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs34286836,OR,‐0.0089,0.0014,0.0080,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs34298584,OR,0.0111,0.0019,‐0.0231,0.0128
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs34305371,OR,0.0314,0.0024,0.0156,0.0182
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs34309,OR,0.0080,0.0014,0.0056,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs34316274,OR,0.0097,0.0017,0.0140,0.0109
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs34363861,OR,0.0087,0.0014,‐0.0189,0.0104
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs34394051,OR,‐0.0117,0.002,0.0166,0.0122
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs34410,OR,‐0.0083,0.0014,0.0204,0.0097
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs34624793,OR,0.0116,0.0021,0.0200,0.0171
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs34720381,OR,‐0.0180,0.0024,‐0.0028,0.0176
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs34748029,OR,0.0185,0.0025,‐0.0268,0.0227
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs347661,OR,‐0.0081,0.0014,‐0.0124,0.0097
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs34780702,OR,0.0111,0.0017,‐0.0002,0.0106
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs34807077,OR,0.0128,0.0019,‐0.0060,0.0122
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs34811474,OR,0.0104,0.0017,‐0.0108,0.015
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs34967082,OR,‐0.0080,0.0014,‐0.0009,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs35016816,OR,0.0176,0.0023,‐0.0186,0.0146
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs350281,OR,‐0.0117,0.0015,0.0181,0.0116
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs35104491,OR,0.0124,0.0018,0.0009,0.0114
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs35111506,OR,‐0.0175,0.003,0.0269,0.0214
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs35192107,OR,‐0.0091,0.0017,‐0.0078,0.0119
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs35319653,OR,0.0119,0.0015,0.0044,0.0101
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs35417702,OR,‐0.0152,0.0014,0.0188,0.0092
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs35493937,OR,0.0124,0.0017,‐0.0133,0.0114
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs35606437,OR,0.0105,0.0016,‐0.0144,0.0104
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs356999,OR,‐0.0101,0.0014,0.0148,0.0101
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs35745455,OR,0.0080,0.0014,‐0.0088,0.0095
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs35751693,OR,‐0.0246,0.004,0.0328,0.0389
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs35754740,OR,0.0083,0.0014,‐0.0127,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs35811586,OR,0.0217,0.0031,‐0.0516,0.0283
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs35929923,OR,‐0.0114,0.0016,0.0293,0.0108
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs36085856,OR,0.0201,0.0036,‐0.0029,0.0246
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs36120534,OR,0.0100,0.0018,0.0119,0.0131
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs362307,OR,‐0.0226,0.0027,0.0177,0.0199
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs363096,OR,‐0.0143,0.0014,0.0182,0.0093
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs3735478,OR,0.0108,0.0016,‐0.0317,0.0109
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs3751331,OR,‐0.0097,0.0014,0.0212,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs3766979,OR,0.0085,0.0015,‐0.0050,0.0097
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs3768480,OR,0.0101,0.0014,‐0.0218,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs3781339,OR,‐0.0104,0.0018,0.0398,0.0123
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs3790609,OR,0.0107,0.0019,0.0021,0.0125
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs3809169,OR,0.0140,0.0025,0.0054,0.0162
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs3809634,OR,‐0.0109,0.0015,0.0074,0.0107
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs3812281,OR,0.0113,0.0014,‐0.0136,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs3817923,OR,‐0.0121,0.0022,0.0320,0.0143
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs382196,OR,‐0.0082,0.0014,0.0082,0.0095
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs3847228,OR,0.0083,0.0014,0.0078,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs3848715,OR,‐0.0080,0.0014,0.0108,0.0092
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs3859523,OR,0.0124,0.0018,‐0.0257,0.0122
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs387027,OR,‐0.0083,0.0015,0.0230,0.0097
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs3895736,OR,0.0144,0.0019,0.0170,0.0126
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs3897821,OR,0.0154,0.0015,‐0.0086,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs3948495,OR,‐0.0089,0.0014,0.0135,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs399821,OR,‐0.0078,0.0014,‐0.0038,0.0093
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs39998,OR,0.0090,0.0015,‐0.0164,0.0108
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs401526,OR,‐0.0104,0.0014,0.0117,0.0093
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs401966,OR,‐0.0097,0.0014,‐0.0216,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4127499,OR,0.0087,0.0015,‐0.0037,0.0107
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs41282553,OR,0.0237,0.004,‐0.0510,0.0294
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs42210,OR,‐0.0098,0.0016,‐0.0257,0.0101
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs42302,OR,0.0086,0.0015,0.0006,0.0097
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4255791,OR,‐0.0084,0.0015,‐0.0018,0.0113
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4263475,OR,0.0078,0.0014,0.0076,0.0102
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4283754,OR,‐0.0084,0.0014,‐0.0055,0.0115
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs429150,OR,0.0085,0.0014,‐0.0129,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4298514,OR,0.0104,0.0015,‐0.0015,0.0099
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4320563,OR,0.0109,0.0014,‐0.0206,0.0092
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4328757,OR,0.0096,0.0014,0.0058,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4352658,OR,‐0.0190,0.0026,0.0295,0.0167
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4358081,OR,‐0.0095,0.0014,0.0104,0.0092
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4358358,OR,0.0109,0.0015,‐0.0141,0.0101
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4369924,OR,0.0125,0.0019,‐0.0103,0.0123
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4384309,OR,0.0102,0.0014,‐0.0060,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4396896,OR,‐0.0107,0.0014,‐0.0060,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4423373,OR,‐0.0087,0.0014,0.0060,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4426420,OR,‐0.0140,0.0019,0.0214,0.0124
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4434676,OR,‐0.0089,0.0014,0.0157,0.0095
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4458044,OR,0.0101,0.0016,0.0077,0.0127
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4467547,OR,0.0121,0.0014,‐0.0030,0.0104
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4469771,OR,0.0101,0.0015,‐0.0129,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4480339,OR,‐0.0097,0.0015,0.0114,0.0108
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4490539,OR,0.0142,0.0015,‐0.0002,0.0106
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4497562,OR,0.0112,0.0016,‐0.0083,0.0105
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4500930,OR,‐0.0109,0.0015,0.0377,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4500960,OR,‐0.0131,0.0014,0.0183,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4502401,OR,0.0085,0.0015,‐0.0074,0.0102
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4652135,OR,0.0103,0.0016,0.0057,0.0102
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4658019,OR,0.0084,0.0014,‐0.0131,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4663617,OR,0.0104,0.0017,‐0.0018,0.0116
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4664983,OR,‐0.0103,0.0018,0.0012,0.0115
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4673840,OR,‐0.0138,0.0019,0.0077,0.0126
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4675248,OR,‐0.0094,0.0014,‐0.0034,0.0097
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4685405,OR,‐0.0111,0.0018,‐0.0020,0.0108
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4687735,OR,‐0.0200,0.0033,‐0.0421,0.0262
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4691601,OR,‐0.0115,0.0014,0.0097,0.0093
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4705763,OR,0.0089,0.0014,0.0170,0.0095
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4712371,OR,‐0.0124,0.0021,0.0114,0.0129
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4719460,OR,‐0.0088,0.0015,0.0116,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4719944,OR,‐0.0121,0.0014,‐0.0045,0.0092
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4724083,OR,0.0083,0.0015,‐0.0098,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4726070,OR,0.0122,0.0014,‐0.0087,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4730020,OR,0.0090,0.0016,‐0.0003,0.0116
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4731413,OR,0.0111,0.0017,‐0.0017,0.0127
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4735297,OR,‐0.0086,0.0015,‐0.0089,0.0097
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4739235,OR,0.0109,0.0019,‐0.0087,0.0119
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4741571,OR,‐0.0102,0.0015,0.0034,0.0107
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4757957,OR,0.0133,0.0015,‐0.0131,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4766424,OR,0.0142,0.0021,‐0.0407,0.0161
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4778058,OR,‐0.0092,0.0014,0.0038,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4785187,OR,‐0.0100,0.0017,‐0.0155,0.0106
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4787028,OR,0.0086,0.0015,0.0053,0.0099
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4787457,OR,0.0162,0.0015,‐0.0142,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4788115,OR,0.0111,0.0019,‐0.0242,0.0157
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs479018,OR,0.0109,0.0015,‐0.0002,0.0112
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4793090,OR,0.0084,0.0015,‐0.0391,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4810894,OR,‐0.0085,0.0015,0.0165,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4812697,OR,0.0171,0.0027,‐0.0065,0.0188
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs481940,OR,0.0100,0.0016,‐0.0047,0.0113
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs482787,OR,0.0100,0.0015,‐0.0146,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4839155,OR,0.0115,0.0017,‐0.0089,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4846010,OR,0.0099,0.0018,‐0.0313,0.013
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4846724,OR,0.0098,0.0014,‐0.0108,0.0092
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4848924,OR,‐0.0117,0.0015,‐0.0051,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4850954,OR,0.0077,0.0014,0.0030,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4851263,OR,‐0.0151,0.0023,0.0342,0.0157
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4877516,OR,‐0.0101,0.0014,0.0157,0.0093
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4881269,OR,0.0100,0.0014,0.0199,0.0095
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs488476,OR,‐0.0113,0.0015,0.0014,0.0103
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4894658,OR,0.0091,0.0016,‐0.0145,0.0102
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4895650,OR,0.0093,0.0014,0.0003,0.0101
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4899012,OR,‐0.0103,0.0014,0.0144,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4904523,OR,‐0.0082,0.0014,0.0087,0.0093
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4915735,OR,0.0116,0.002,0.0128,0.0142
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4919624,OR,0.0193,0.0018,‐0.0195,0.0119
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4925065,OR,‐0.0078,0.0014,0.0007,0.0095
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4925109,OR,‐0.0096,0.0015,0.0296,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4938815,OR,0.0085,0.0015,‐0.0034,0.0102
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4941735,OR,0.0092,0.0014,‐0.0027,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4972748,OR,0.0105,0.0018,0.0039,0.0116
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4977885,OR,‐0.0084,0.0014,0.0203,0.0097
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4981245,OR,0.0080,0.0014,‐0.0107,0.0099
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4984541,OR,‐0.0138,0.0017,0.0026,0.0115
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4984613,OR,0.0174,0.0028,‐0.0009,0.0174
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs4984682,OR,‐0.0138,0.0017,‐0.0042,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs548897,OR,0.0081,0.0014,‐0.0128,0.0095
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs55675587,OR,‐0.0103,0.0018,0.0143,0.0115
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs55736314,OR,‐0.0154,0.0014,0.0216,0.0102
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs55826493,OR,‐0.0127,0.0021,0.0272,0.0145
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs55986781,OR,0.0187,0.0026,‐0.0499,0.0209
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs56085180,OR,‐0.0269,0.0037,0.0019,0.0238
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs56099375,OR,0.0120,0.0017,‐0.0083,0.0125
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs56171318,OR,‐0.0137,0.002,‐0.0096,0.0128
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs56174996,OR,‐0.0143,0.002,0.0079,0.0136
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs56306882,OR,0.0086,0.0016,‐0.0188,0.0115
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs56319902,OR,‐0.0206,0.0017,0.0433,0.0136
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs56391344,OR,0.0148,0.0016,‐0.0328,0.0117
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs563954,OR,‐0.0081,0.0014,0.0044,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs56405138,OR,0.0153,0.0022,‐0.0020,0.0139
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs56408528,OR,‐0.0082,0.0014,0.0115,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs567003,OR,0.0094,0.0015,0.0113,0.0103
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs56794817,OR,0.0122,0.0019,‐0.0068,0.0121
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs57016874,OR,0.0209,0.0037,0.0050,0.0293
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs57148205,OR,0.0095,0.0016,0.0069,0.0115
